Order ID,Order Date,Ship Date,DateKey,CustomerKey,ProductKey,GeoKey,Sales,Profit,Quantity,Discount,Shipping Cost,Payment Mode
ORD-104078,2023-05-17,2023-05-21,20230517,667,11,19,50.67,14.21,1,0.0,14.4,Online
ORD-104079,2022-07-27,2022-07-30,20220727,474,8,14,103.13,16.0,1,0.15,13.21,Credit Card
ORD-104080,2022-12-30,2023-01-02,20221230,448,7,9,853.6,273.27,2,0.05,24.05,Credit Card
ORD-104081,2024-07-22,2024-07-28,20240722,7,1,4,461.61,105.61,2,0.1,14.78,Online
ORD-104082,2024-06-25,2024-06-27,20240625,358,4,23,504.27,134.05,3,0.05,20.43,Debit Card
ORD-104083,2023-01-05,2023-01-09,20230105,728,30,8,1073.15,302.48,4,0.0,24.94,Credit Card
ORD-104084,2024-03-06,2024-03-10,20240306,569,12,2,379.55,52.29,1,0.1,24.11,Online
ORD-104085,2024-09-09,2024-09-15,20240909,3,7,26,2703.46,933.12,6,0.0,37.41,Credit Card
ORD-104086,2022-02-08,2022-02-13,20220208,786,14,27,60.57,17.01,3,0.25,20.63,UPI
ORD-104087,2023-12-19,2023-12-24,20231219,71,24,31,46.45,14.55,5,0.0,16.81,Debit Card
ORD-104088,2022-09-19,2022-09-22,20220919,507,18,18,473.72,135.27,4,0.0,19.56,Cash
ORD-104089,2022-06-09,2022-06-13,20220609,134,32,2,67.35,17.24,2,0.2,12.32,Credit Card
ORD-104090,2022-01-09,2022-01-13,20220109,506,23,9,24.2,6.08,4,0.0,17.21,Debit Card
ORD-104091,2024-12-17,2024-12-19,20241217,567,9,3,1333.91,223.62,1,0.0,47.11,Debit Card
ORD-104092,2023-10-22,2023-10-27,20231022,477,15,26,607.89,175.93,8,0.05,35.77,Credit Card
ORD-104093,2024-08-21,2024-08-23,20240821,604,1,2,224.77,52.39,1,0.05,17.29,Debit Card
ORD-104094,2022-06-20,2022-06-23,20220620,120,20,34,19.48,3.7,3,0.0,16.13,Online
ORD-104095,2022-02-24,2022-02-28,20220224,136,15,21,161.99,46.81,2,0.0,19.0,UPI
ORD-104096,2024-04-15,2024-04-19,20240415,176,5,5,111.58,-9.44,1,0.3,15.3,Credit Card
ORD-104097,2024-08-10,2024-08-13,20240810,393,21,6,29.55,-1.12,3,0.3,19.76,Credit Card
ORD-104098,2024-10-05,2024-10-09,20241005,590,18,35,563.31,149.34,5,0.05,23.95,Debit Card
ORD-104099,2024-12-10,2024-12-14,20241210,711,15,5,147.99,36.74,2,0.1,17.64,Debit Card
ORD-104100,2024-04-23,2024-04-27,20240423,725,15,8,145.27,39.13,2,0.05,16.87,Credit Card
ORD-104101,2023-02-11,2023-02-12,20230211,447,28,25,24.79,4.14,2,0.05,13.66,Online
ORD-104102,2023-09-17,2023-09-20,20230917,774,13,19,84.94,21.41,1,0.1,14.06,Debit Card
ORD-104103,2024-05-23,2024-05-27,20240523,53,24,7,9.18,0.78,1,0.05,8.8,Cash
ORD-104104,2023-12-07,2023-12-10,20231207,345,12,29,2065.65,192.85,6,0.25,39.18,Debit Card
ORD-104105,2023-06-07,2023-06-08,20230607,595,12,7,464.83,84.18,1,0.0,25.1,Debit Card
ORD-104106,2024-10-05,2024-10-11,20241005,619,3,14,2500.58,611.1,2,0.0,40.13,Credit Card
ORD-104107,2023-03-02,2023-03-07,20230302,612,2,2,1127.89,330.74,2,0.05,21.8,Credit Card
ORD-104108,2022-06-27,2022-07-02,20220627,422,14,31,24.53,8.88,1,0.0,9.67,UPI
ORD-104109,2024-05-04,2024-05-06,20240504,253,4,35,384.84,110.02,2,0.0,15.53,Cash
ORD-104110,2022-10-02,2022-10-05,20221002,662,13,2,195.2,-49.55,3,0.25,18.5,UPI
ORD-104111,2024-11-19,2024-11-22,20241119,164,14,24,96.22,41.64,4,0.0,18.48,Online
ORD-104112,2023-04-05,2023-04-07,20230405,94,24,39,19.11,4.62,2,0.0,10.82,Debit Card
ORD-104113,2024-03-09,2024-03-11,20240309,523,21,13,16.15,2.68,1,0.0,10.8,Credit Card
ORD-104114,2024-05-02,2024-05-06,20240502,724,26,22,12.93,1.3,1,0.0,11.44,Cash
ORD-104115,2024-02-04,2024-02-07,20240204,174,14,13,23.26,8.52,1,0.0,8.89,Online
ORD-104116,2023-11-07,2023-11-10,20231107,659,19,14,17.47,3.21,2,0.1,11.3,Online
ORD-104117,2023-08-29,2023-09-01,20230829,476,24,32,20.48,4.33,2,0.05,12.21,Cash
ORD-104118,2024-01-14,2024-01-18,20240114,183,26,26,51.7,14.04,4,0.0,20.45,Credit Card
ORD-104119,2022-05-16,2022-05-22,20220516,370,26,4,10.08,-0.07,1,0.2,9.7,Debit Card
ORD-104120,2023-04-01,2023-04-05,20230401,297,10,32,136.36,46.89,5,0.05,21.87,Debit Card
ORD-104121,2022-03-17,2022-03-22,20220317,16,14,3,22.99,8.07,1,0.0,9.79,Credit Card
ORD-104122,2024-03-26,2024-03-29,20240326,302,21,14,15.99,2.76,1,0.0,10.39,Debit Card
ORD-104123,2024-04-21,2024-04-24,20240421,72,19,10,6.64,-2.12,1,0.25,12.7,Online
ORD-104124,2022-08-18,2022-08-21,20220818,290,21,21,58.62,15.27,4,0.0,23.38,Online
ORD-104125,2023-06-26,2023-06-28,20230626,456,23,26,5.09,-1.22,1,0.15,9.89,Cash
ORD-104126,2022-07-11,2022-07-15,20220711,77,17,4,148.28,36.22,1,0.0,15.15,Online
ORD-104127,2024-04-12,2024-04-14,20240412,473,5,8,165.03,40.03,1,0.0,12.93,Online
ORD-104128,2022-05-22,2022-05-23,20220522,260,9,28,3075.89,289.99,3,0.2,50.29,Debit Card
ORD-104129,2023-07-28,2023-07-31,20230728,133,26,14,37.35,8.43,3,0.0,19.66,UPI
ORD-104130,2022-03-18,2022-03-21,20220318,84,24,12,18.59,3.3,2,0.0,13.95,Online
ORD-104131,2023-02-10,2023-02-13,20230210,563,21,20,15.22,1.98,1,0.0,11.74,Debit Card
ORD-104132,2023-07-12,2023-07-15,20230712,735,20,14,5.11,-1.83,1,0.15,11.37,Online
ORD-104133,2024-07-27,2024-07-30,20240727,204,5,39,441.79,112.83,3,0.0,18.45,Online
ORD-104134,2022-09-26,2022-10-01,20220926,557,29,37,671.19,139.59,1,0.05,23.05,Debit Card
ORD-104135,2023-08-17,2023-08-21,20230817,846,26,15,10.05,-1.08,1,0.15,13.14,Credit Card
ORD-104136,2024-12-20,2024-12-21,20241220,326,15,28,75.95,20.87,1,0.0,11.99,Credit Card
ORD-104137,2023-02-05,2023-02-07,20230205,617,25,9,33.67,8.17,1,0.0,11.3,Cash
ORD-104138,2024-01-04,2024-01-07,20240104,21,20,7,16.86,0.2,3,0.15,19.66,Online
ORD-104139,2022-01-17,2022-01-19,20220117,205,27,19,70.91,12.94,1,0.0,13.68,Debit Card
ORD-104140,2023-05-09,2023-05-12,20230509,528,19,32,16.57,2.27,2,0.05,13.88,Debit Card
ORD-104141,2024-10-25,2024-10-27,20241025,241,10,16,88.05,28.26,3,0.05,19.88,Credit Card
ORD-104142,2024-05-30,2024-06-03,20240530,28,2,27,1032.7,257.15,2,0.15,32.43,Online
ORD-104143,2024-04-09,2024-04-14,20240409,113,13,11,283.9,76.39,4,0.15,16.96,Credit Card
ORD-104144,2023-09-15,2023-09-19,20230915,138,9,8,5278.39,936.28,4,0.0,39.52,Online
ORD-104145,2023-11-21,2023-11-24,20231121,22,17,33,461.31,113.89,3,0.05,17.3,Online
ORD-104146,2023-03-22,2023-03-26,20230322,122,20,29,24.82,5.7,4,0.1,14.91,Credit Card
ORD-104147,2023-01-03,2023-01-06,20230103,745,3,24,2587.39,633.09,2,0.0,39.31,Online
ORD-104148,2024-10-01,2024-10-07,20241001,652,8,1,621.57,152.77,5,0.0,25.24,Online
ORD-104149,2024-10-27,2024-10-30,20241027,320,2,26,1722.24,507.04,3,0.05,27.52,Debit Card
ORD-104150,2023-09-08,2023-09-13,20230908,334,24,31,51.78,10.26,6,0.1,29.87,Cash
ORD-104151,2022-06-11,2022-06-13,20220611,203,9,5,1094.28,139.92,1,0.1,37.94,Credit Card
ORD-104152,2023-11-29,2023-12-05,20231129,245,1,3,245.15,64.31,1,0.0,12.38,Credit Card
ORD-104153,2024-12-14,2024-12-18,20241214,402,31,34,1814.78,368.87,6,0.0,34.96,Credit Card
ORD-104154,2022-01-04,2022-01-08,20220104,197,14,15,56.44,-18.34,3,0.3,14.84,UPI
ORD-104155,2023-01-24,2023-01-27,20230124,228,25,9,72.02,21.43,2,0.0,12.86,Online
ORD-104156,2024-11-01,2024-11-03,20241101,454,18,22,91.63,13.72,1,0.25,13.15,Credit Card
ORD-104157,2022-06-18,2022-06-21,20220618,544,15,2,75.21,19.59,1,0.05,10.64,Online
ORD-104158,2024-10-16,2024-10-22,20241016,119,11,26,50.77,14.4,1,0.05,11.08,Online
ORD-104159,2023-05-15,2023-05-19,20230515,605,32,26,113.79,37.41,3,0.05,16.65,Debit Card
ORD-104160,2022-02-24,2022-02-28,20220224,759,22,15,24.02,5.34,2,0.0,13.58,UPI
ORD-104161,2023-02-05,2023-02-07,20230205,201,15,27,116.79,-13.56,2,0.3,18.81,Cash
ORD-104162,2023-06-13,2023-06-16,20230613,96,27,22,186.71,33.77,3,0.1,15.55,Online
ORD-104163,2024-07-07,2024-07-11,20240707,232,22,13,12.49,1.48,1,0.0,10.77,Debit Card
ORD-104164,2024-11-25,2024-11-27,20241125,723,17,5,148.04,36.03,1,0.0,15.48,Credit Card
ORD-104165,2023-01-18,2023-01-21,20230118,652,3,6,3449.21,710.44,3,0.1,39.7,Cash
ORD-104166,2022-08-26,2022-08-30,20220826,12,16,5,1221.42,163.58,4,0.2,21.2,Online
ORD-104167,2022-11-11,2022-11-15,20221111,729,3,24,1166.97,257.44,1,0.05,31.33,Credit Card
ORD-104168,2022-02-24,2022-03-01,20220224,207,17,36,217.57,32.03,2,0.25,20.38,Debit Card
ORD-104169,2022-02-24,2022-02-26,20220224,752,17,3,1209.48,301.95,8,0.05,35.77,Debit Card
ORD-104170,2022-12-31,2023-01-04,20221231,491,29,4,624.49,89.8,1,0.2,28.9,Debit Card
ORD-104171,2023-06-08,2023-06-10,20230608,587,27,8,111.44,16.73,2,0.15,12.71,Online
ORD-104172,2023-09-01,2023-09-03,20230901,223,16,11,298.77,35.63,1,0.2,17.72,UPI
ORD-104173,2024-07-12,2024-07-16,20240712,395,31,24,299.16,55.45,1,0.0,21.07,Debit Card
ORD-104174,2024-03-08,2024-03-10,20240308,58,7,37,1080.54,283.22,3,0.2,24.36,Credit Card
ORD-104175,2024-05-03,2024-05-06,20240503,640,3,37,5412.56,1332.8,4,0.0,58.12,Credit Card
ORD-104176,2023-07-07,2023-07-11,20230707,674,6,32,2148.83,288.46,3,0.2,35.35,Debit Card
ORD-104177,2024-09-12,2024-09-15,20240912,619,24,20,18.59,1.45,2,0.1,17.11,Credit Card
ORD-104178,2024-01-07,2024-01-10,20240107,754,16,11,803.54,154.05,2,0.05,19.02,Debit Card
ORD-104179,2022-03-20,2022-03-22,20220320,647,18,23,385.41,109.16,3,0.0,18.47,Online
ORD-104180,2023-12-15,2023-12-18,20231215,817,10,20,56.48,18.22,2,0.0,15.72,Online
ORD-104181,2023-09-18,2023-09-20,20230918,167,31,18,536.99,72.98,2,0.15,21.62,Debit Card
ORD-104182,2024-11-06,2024-11-10,20241106,42,27,14,129.98,27.17,2,0.0,15.22,Credit Card
ORD-104183,2022-07-26,2022-07-29,20220726,261,11,12,109.34,-13.7,3,0.3,17.19,Debit Card
ORD-104184,2023-04-23,2023-04-28,20230423,96,26,2,18.83,0.76,2,0.2,15.57,Credit Card
ORD-104185,2024-02-15,2024-02-19,20240215,258,15,4,80.68,21.17,1,0.0,15.59,Cash
ORD-104186,2024-09-20,2024-09-25,20240920,662,30,30,778.42,203.33,3,0.05,19.54,Debit Card
ORD-104187,2024-05-02,2024-05-05,20240502,175,19,31,17.43,3.87,2,0.0,11.35,Debit Card
ORD-104188,2023-08-28,2023-09-02,20230828,840,30,3,580.43,161.4,2,0.0,19.78,Online
ORD-104189,2023-01-15,2023-01-19,20230115,539,6,12,2373.72,413.65,3,0.1,38.91,UPI
ORD-104190,2024-03-24,2024-03-30,20240324,213,25,24,97.36,17.89,4,0.25,21.22,Credit Card
ORD-104191,2022-05-29,2022-06-02,20220529,360,14,18,48.92,19.14,2,0.0,15.19,Credit Card
ORD-104192,2023-01-16,2023-01-20,20230116,817,22,34,88.23,24.64,8,0.1,25.38,Online
ORD-104193,2023-08-24,2023-08-30,20230824,609,31,37,1514.21,244.68,6,0.1,36.4,Credit Card
ORD-104194,2024-07-07,2024-07-11,20240707,43,25,5,32.56,6.4,1,0.1,11.49,Online
ORD-104195,2022-07-23,2022-07-29,20220723,502,13,20,77.9,17.55,1,0.15,14.41,UPI
ORD-104196,2022-11-04,2022-11-08,20221104,288,4,39,774.65,223.15,4,0.0,26.42,Credit Card
ORD-104197,2024-04-23,2024-04-25,20240423,116,20,20,6.43,-1.33,1,0.0,12.61,Online
ORD-104198,2022-09-12,2022-09-16,20220912,308,29,16,646.37,121.03,1,0.1,23.54,Cash
ORD-104199,2022-06-03,2022-06-07,20220603,341,2,38,2488.87,785.31,4,0.0,31.8,Credit Card
ORD-104200,2022-03-20,2022-03-24,20220320,496,11,37,158.79,54.1,3,0.0,17.84,Credit Card
ORD-104201,2024-02-06,2024-02-08,20240206,594,27,3,66.29,13.11,1,0.0,9.89,Debit Card
ORD-104202,2024-11-26,2024-11-30,20241126,702,27,37,150.63,14.66,3,0.3,14.06,Cash
ORD-104203,2022-05-28,2022-05-30,20220528,833,27,20,65.29,11.18,1,0.05,10.97,Credit Card
ORD-104204,2024-10-24,2024-10-30,20241024,562,31,22,1163.27,234.97,4,0.0,26.62,Credit Card
ORD-104205,2024-06-09,2024-06-13,20240609,563,11,40,86.46,21.8,2,0.15,16.77,Credit Card
ORD-104206,2023-08-30,2023-09-05,20230830,804,4,31,786.61,227.91,4,0.0,23.06,Credit Card
ORD-104207,2022-12-21,2022-12-24,20221221,111,23,25,5.73,-1.68,1,0.0,12.99,Online
ORD-104208,2023-08-22,2023-08-25,20230822,656,10,1,24.88,4.7,1,0.1,13.58,Online
ORD-104209,2023-01-21,2023-01-24,20230121,745,13,7,376.54,92.5,5,0.2,26.19,Debit Card
ORD-104210,2023-09-02,2023-09-03,20230902,430,31,12,247.43,26.33,1,0.2,16.66,Debit Card
ORD-104211,2022-10-20,2022-10-26,20221020,280,25,26,67.59,18.34,2,0.0,17.13,Online
ORD-104212,2024-04-23,2024-04-29,20240423,23,14,12,121.86,54.42,5,0.0,18.6,Credit Card
ORD-104213,2023-10-15,2023-10-20,20231015,166,27,32,141.85,26.14,2,0.05,18.52,Credit Card
ORD-104214,2024-08-17,2024-08-21,20240817,107,14,39,37.05,-7.1,2,0.25,16.37,Credit Card
ORD-104215,2024-03-14,2024-03-16,20240314,646,25,4,97.68,28.94,3,0.0,17.79,Credit Card
ORD-104216,2022-11-20,2022-11-23,20221120,343,14,22,20.16,5.36,1,0.2,8.89,Online
ORD-104217,2024-11-04,2024-11-06,20241104,258,16,11,1672.72,357.53,4,0.0,29.92,Credit Card
ORD-104218,2023-12-17,2023-12-21,20231217,254,27,40,105.66,12.81,2,0.2,14.73,Debit Card
ORD-104219,2022-04-02,2022-04-07,20220402,67,27,32,193.84,33.37,3,0.1,20.95,Online
ORD-104220,2023-02-01,2023-02-06,20230201,345,13,17,188.73,60.41,2,0.0,16.14,Debit Card
ORD-104221,2024-07-10,2024-07-14,20240710,678,29,25,1518.69,354.06,2,0.0,29.8,Credit Card
ORD-104222,2023-07-24,2023-07-29,20230724,282,8,2,131.13,26.15,1,0.05,15.19,Credit Card
ORD-104223,2022-04-01,2022-04-02,20220401,724,29,28,3070.8,664.13,4,0.05,32.7,Debit Card
ORD-104224,2022-12-04,2022-12-08,20221204,173,1,18,867.46,200.01,4,0.1,23.38,Credit Card
ORD-104225,2022-04-16,2022-04-21,20220416,275,1,14,196.05,34.8,1,0.2,12.6,Credit Card
ORD-104226,2022-11-12,2022-11-14,20221112,414,8,28,528.13,128.83,4,0.0,24.23,Debit Card
ORD-104227,2023-03-01,2023-03-04,20230301,507,31,33,574.33,114.48,2,0.0,17.5,Online
ORD-104228,2024-09-07,2024-09-10,20240907,493,10,34,126.33,45.73,4,0.0,20.95,Debit Card
ORD-104229,2023-03-27,2023-03-30,20230327,28,11,14,189.17,65.8,4,0.0,17.39,Debit Card
ORD-104230,2023-02-27,2023-03-03,20230227,654,19,40,15.15,0.28,2,0.1,16.96,UPI
ORD-104231,2023-05-09,2023-05-13,20230509,294,6,10,1751.7,338.79,2,0.05,33.01,Debit Card
ORD-104232,2024-11-14,2024-11-17,20241114,571,12,7,456.83,74.6,1,0.05,21.79,UPI
ORD-104233,2024-01-07,2024-01-11,20240107,666,13,38,90.24,27.03,1,0.0,13.01,Credit Card
ORD-104234,2024-05-09,2024-05-11,20240509,378,28,16,12.65,0.06,1,0.0,13.57,Credit Card
ORD-104235,2023-04-10,2023-04-13,20230410,137,6,39,4729.22,-230.16,8,0.3,54.23,Online
ORD-104236,2023-03-12,2023-03-15,20230312,118,8,14,179.89,22.61,2,0.25,17.64,Debit Card
ORD-104237,2022-08-21,2022-08-25,20220821,565,18,9,95.7,17.37,1,0.15,16.0,Debit Card
ORD-104238,2024-01-23,2024-01-26,20240123,528,12,15,1237.78,188.24,3,0.1,28.02,Debit Card
ORD-104239,2024-04-23,2024-04-26,20240423,340,9,21,3676.79,499.19,3,0.1,44.46,Debit Card
ORD-104240,2023-11-27,2023-12-03,20231127,271,6,38,826.1,155.59,1,0.05,27.51,Online
ORD-104241,2023-10-08,2023-10-15,20231008,285,5,2,262.79,48.1,2,0.15,20.25,Credit Card
ORD-104242,2023-12-27,2024-01-02,20231227,700,12,2,1367.39,236.25,3,0.05,28.23,Cash
ORD-104243,2024-09-12,2024-09-17,20240912,496,27,26,62.08,9.92,1,0.05,12.46,Credit Card
ORD-104244,2023-10-05,2023-10-09,20231005,382,23,29,23.89,5.54,4,0.0,18.31,Online
ORD-104245,2023-09-23,2023-09-25,20230923,587,18,35,380.49,107.07,3,0.0,20.21,Credit Card
ORD-104246,2022-01-04,2022-01-11,20220104,459,20,38,6.29,-1.57,1,0.0,13.1,Debit Card
ORD-104247,2022-04-27,2022-04-28,20220427,8,14,26,42.11,12.03,2,0.2,16.16,Credit Card
ORD-104248,2023-06-30,2023-07-06,20230630,448,1,12,642.42,145.77,3,0.1,24.04,Credit Card
ORD-104249,2022-08-02,2022-08-03,20220802,276,23,28,12.62,1.71,2,0.0,13.15,Credit Card
ORD-104250,2022-02-04,2022-02-08,20220204,542,1,18,1223.96,331.97,5,0.0,30.67,UPI
ORD-104251,2022-06-29,2022-07-05,20220629,685,19,20,19.28,3.62,2,0.0,14.44,Debit Card
ORD-104252,2023-01-15,2023-01-18,20230115,522,12,10,1255.3,244.29,3,0.0,19.33,Online
ORD-104253,2022-12-09,2022-12-13,20221209,154,19,37,6.77,-2.01,1,0.3,12.13,Credit Card
ORD-104254,2023-12-12,2023-12-15,20231212,678,17,11,101.62,-13.0,1,0.3,11.3,UPI
ORD-104255,2023-01-05,2023-01-09,20230105,821,13,28,258.08,84.65,3,0.0,16.21,Online
ORD-104256,2023-04-07,2023-04-11,20230407,428,11,21,45.29,11.98,1,0.1,9.78,Cash
ORD-104257,2024-07-19,2024-07-22,20240719,802,28,28,11.33,-0.5,1,0.15,11.8,Online
ORD-104258,2024-08-01,2024-08-03,20240801,197,30,11,1055.01,276.1,4,0.05,25.0,Credit Card
ORD-104259,2022-03-24,2022-03-28,20220324,355,28,27,11.73,-0.46,1,0.1,12.7,Debit Card
ORD-104260,2023-04-01,2023-04-02,20230401,765,16,40,361.87,58.99,1,0.1,17.56,Credit Card
ORD-104261,2023-10-07,2023-10-10,20231007,762,29,40,564.83,69.38,1,0.25,27.7,Credit Card
ORD-104262,2024-09-18,2024-09-20,20240918,299,19,35,18.29,2.73,2,0.0,15.72,Debit Card
ORD-104263,2023-12-14,2023-12-17,20231214,758,18,4,484.42,137.75,4,0.0,21.65,Cash
ORD-104264,2023-06-03,2023-06-07,20230603,431,3,12,1097.7,217.51,1,0.1,37.15,Online
ORD-104265,2024-12-26,2024-12-30,20241226,707,3,19,1357.53,328.36,1,0.0,31.49,Credit Card
ORD-104266,2024-07-29,2024-08-02,20240729,319,16,5,418.33,85.33,1,0.0,19.14,Credit Card
ORD-104267,2024-12-06,2024-12-12,20241206,41,17,16,113.74,-12.16,1,0.25,16.89,Credit Card
ORD-104268,2022-04-15,2022-04-18,20220415,273,22,6,44.52,9.59,4,0.2,15.84,Online
ORD-104269,2024-06-03,2024-06-05,20240603,592,10,10,59.39,19.09,2,0.05,13.34,Online
ORD-104270,2024-12-15,2024-12-20,20241215,620,19,24,6.37,-0.76,1,0.3,12.98,UPI
ORD-104271,2023-11-21,2023-11-23,20231121,618,9,15,957.04,80.38,1,0.2,43.78,Online
ORD-104272,2024-02-22,2024-02-26,20240222,738,27,3,58.24,7.45,1,0.15,10.32,Credit Card
ORD-104273,2024-01-27,2024-02-01,20240127,384,28,3,49.65,12.69,4,0.0,17.66,Credit Card
ORD-104274,2022-10-29,2022-11-04,20221029,414,3,7,1184.94,211.3,1,0.15,39.54,Debit Card
ORD-104275,2023-10-24,2023-10-26,20231024,37,32,32,39.24,10.41,1,0.05,12.86,Credit Card
ORD-104276,2022-06-20,2022-06-21,20220620,661,31,15,1446.39,293.61,5,0.0,28.94,Online
ORD-104277,2022-04-15,2022-04-19,20220415,582,1,32,444.32,108.49,2,0.05,20.09,Online
ORD-104278,2023-04-20,2023-04-25,20230420,707,9,8,3732.61,583.5,3,0.05,39.2,Cash
ORD-104279,2024-10-02,2024-10-07,20241002,458,19,12,9.12,-0.65,1,0.0,13.57,Debit Card
ORD-104280,2022-11-20,2022-11-24,20221120,231,7,16,456.79,143.93,1,0.05,19.46,Debit Card
ORD-104281,2024-10-08,2024-10-14,20241008,494,26,3,33.89,6.58,3,0.05,18.97,Online
ORD-104282,2022-07-24,2022-07-27,20220724,292,20,18,5.88,-1.0,1,0.15,9.92,Online
ORD-104283,2023-02-14,2023-02-16,20230214,501,24,5,36.06,5.99,5,0.25,17.92,Credit Card
ORD-104284,2022-03-11,2022-03-14,20220311,639,22,16,12.56,1.35,1,0.0,11.21,Online
ORD-104285,2022-03-07,2022-03-12,20220307,821,20,17,11.34,-0.48,2,0.1,15.62,Credit Card
ORD-104286,2023-05-15,2023-05-17,20230515,89,20,17,6.85,0.05,1,0.0,9.26,Online
ORD-104287,2024-04-06,2024-04-13,20240406,193,7,22,659.19,155.53,2,0.25,26.48,Credit Card
ORD-104288,2024-06-10,2024-06-12,20240610,110,3,7,1145.55,206.75,1,0.15,31.15,Debit Card
ORD-104289,2023-11-28,2023-12-02,20231128,12,5,6,170.19,41.06,1,0.0,13.97,UPI
ORD-104290,2022-03-21,2022-03-26,20220321,671,14,27,21.1,5.8,1,0.15,9.96,Credit Card
ORD-104291,2023-03-10,2023-03-14,20230310,201,6,6,1898.0,405.98,2,0.0,33.1,Credit Card
ORD-104292,2023-05-14,2023-05-15,20230514,743,13,17,136.22,31.22,2,0.2,15.88,Credit Card
ORD-104293,2024-02-10,2024-02-12,20240210,818,11,39,103.52,33.48,2,0.0,16.75,Credit Card
ORD-104294,2023-01-27,2023-01-31,20230127,624,11,7,46.7,13.5,1,0.0,12.12,UPI
ORD-104295,2024-08-13,2024-08-16,20240813,324,6,37,1700.23,296.09,2,0.1,28.43,Online
ORD-104296,2022-06-10,2022-06-14,20220610,500,24,8,31.01,-3.17,4,0.25,16.75,Debit Card
ORD-104297,2022-09-01,2022-09-04,20220901,10,26,11,64.11,17.12,5,0.0,26.2,Online
ORD-104298,2024-10-19,2024-10-23,20241019,628,23,7,5.57,-1.19,1,0.05,11.05,Credit Card
ORD-104299,2024-10-01,2024-10-05,20241001,236,19,8,8.78,-0.09,1,0.0,11.54,Online
ORD-104300,2023-12-15,2023-12-18,20231215,689,8,22,607.47,149.22,5,0.0,24.93,UPI
ORD-104301,2024-02-16,2024-02-17,20240216,35,11,37,144.99,45.13,3,0.05,20.18,Online
ORD-104302,2022-11-11,2022-11-15,20221111,41,11,37,45.1,12.87,1,0.05,9.62,Online
ORD-104303,2023-09-17,2023-09-23,20230917,512,22,4,40.49,11.96,3,0.0,14.41,Online
ORD-104304,2022-08-03,2022-08-08,20220803,811,13,29,179.02,54.77,2,0.05,12.3,Debit Card
ORD-104305,2022-11-15,2022-11-17,20221115,491,8,1,363.19,88.06,3,0.0,18.19,Credit Card
ORD-104306,2023-05-03,2023-05-08,20230503,822,29,37,1312.6,276.77,2,0.05,34.29,Credit Card
ORD-104307,2023-10-31,2023-11-03,20231031,467,14,8,21.92,4.66,1,0.15,14.25,Credit Card
ORD-104308,2023-05-02,2023-05-06,20230502,820,23,25,5.69,-1.7,1,0.05,12.67,Debit Card
ORD-104309,2023-02-27,2023-03-04,20230227,274,32,31,132.21,38.73,4,0.15,17.77,Online
ORD-104310,2024-04-22,2024-04-28,20240422,798,27,4,105.55,12.51,2,0.2,15.52,Debit Card
ORD-104311,2024-06-07,2024-06-09,20240607,626,13,17,86.76,23.94,1,0.05,13.39,Online
ORD-104312,2022-08-21,2022-08-25,20220821,550,9,14,3842.21,679.14,3,0.0,35.6,Credit Card
ORD-104313,2023-09-02,2023-09-04,20230902,211,5,24,171.68,40.59,1,0.0,16.48,Debit Card
ORD-104314,2023-07-18,2023-07-20,20230718,142,2,16,1863.91,583.94,3,0.0,35.74,Online
ORD-104315,2023-02-18,2023-02-21,20230218,733,5,26,320.73,81.66,2,0.0,14.11,Debit Card
ORD-104316,2023-05-23,2023-05-27,20230523,220,7,12,376.72,93.31,1,0.2,24.01,Credit Card
ORD-104317,2023-03-27,2023-03-29,20230327,203,2,12,637.5,194.54,1,0.0,27.03,Credit Card
ORD-104318,2023-02-23,2023-02-26,20230223,845,2,28,431.84,88.67,1,0.25,18.11,Debit Card
ORD-104319,2023-03-02,2023-03-06,20230302,457,19,21,9.15,0.71,1,0.0,9.73,Credit Card
ORD-104320,2022-06-08,2022-06-12,20220608,174,1,24,422.83,87.06,2,0.15,17.05,UPI
ORD-104321,2024-07-17,2024-07-20,20240717,822,19,21,23.96,2.95,3,0.15,18.26,Debit Card
ORD-104322,2024-10-27,2024-10-30,20241027,192,6,31,857.33,159.07,1,0.05,35.42,Credit Card
ORD-104323,2024-09-24,2024-09-27,20240924,698,12,4,451.89,75.2,1,0.05,17.53,Debit Card
ORD-104324,2024-07-18,2024-07-20,20240718,583,26,33,112.19,32.86,10,0.05,31.13,Debit Card
ORD-104325,2023-12-15,2023-12-17,20231215,576,22,35,70.41,19.42,6,0.05,24.97,UPI
ORD-104326,2022-08-21,2022-08-27,20220821,575,1,33,269.85,68.63,1,0.0,19.8,UPI
ORD-104327,2023-05-01,2023-05-07,20230501,276,1,23,450.23,101.29,2,0.1,19.33,UPI
ORD-104328,2023-06-01,2023-06-04,20230601,714,7,13,435.92,146.43,1,0.0,17.56,Online
ORD-104329,2024-03-30,2024-04-02,20240330,824,25,29,29.33,3.83,1,0.2,12.53,Online
ORD-104330,2022-01-06,2022-01-10,20220106,548,6,27,2390.75,420.23,3,0.1,28.86,Credit Card
ORD-104331,2023-01-04,2023-01-06,20230104,118,1,17,231.18,54.6,1,0.05,15.72,Debit Card
ORD-104332,2022-11-13,2022-11-18,20221113,425,31,3,1169.23,236.27,4,0.0,26.47,Credit Card
ORD-104333,2022-03-01,2022-03-03,20220301,296,3,17,10166.24,2522.89,8,0.0,53.34,Credit Card
